,reviews,Verified_status,word_count,spl_characters
717,short minute flight north south with british away long at the also nl busy but there no shortage seat gate departure arrive were very convent place near airport exit the seat flight were comfort schedule perfectly time,Not Verified ,38,0
718,calvaria gothenburg via london with british away staff are very friendly help entertain good food just ok although salmon sandwich as snack full plane wouldn be my first choice serve the seat are inured comfort super narrow point that you sit with your arm cross so as not hit your neighbour for hour flight the is pain paid extra leg room which good but still one most comfort long flight have ever been on recommend short trip,Not Verified ,78,0
719,for long time have avoid take british away due it poor past repute yesterday travel ba from tula tumour london heathrow board flight with an open mind over hour later disembark feel very happy because it is away good see an airline make visible improve that devil value it custom a paris is due want congratul ba such pleasant expert flight depart time arrive half an hour early crew not only profession but they did every with smile that made passing feel welcome plane prison new with delight entertain content food way above expect season economic class travel what more can say enough say that will be travel with ba again,✅ Trip Verified ,113,2
720,austin london not pleasant flight an age after horror disco one us allow cent seat mean effect sleep next stranger she kindly swap seat so we could be together for couple cent seat are really quit nice you feel your your own little world a good flight time with nice crew is as good as you can expect,✅ Trip Verified ,59,0
721,london tula tumour better than expect after read other review the seat are great service very friendly the leg less so return a few area need improve spear toilet from economic devil crew premium economic section rather than ad onto their economic service a better nd meal the main meal great notice more premium howe next meal breakfast bit an afterthought would choose ba premium co again ye definite,✅ Trip Verified ,74,8
722,wish could give zero book flight from newark madrid via london come find that minimum labor time london is he my flight labor london human british away promise that arrive depart german london were same but that total lie my wife were spring across airport but between get off aeroplan have go through secure again have get other side airport our connect we miss labor flight we had same rout rivers direct call ba hope change return flight explain the situate they kept insist that since labor stagger minute more than london minimum he labor threshold that they were unable help and way british away ha by far worst custom service have ever experience ryanair which is nofril airline ha better custom service that is say cometh will never be fly ba again plan convert my company away from ba flight as well be warn stay away from the carrier at all cost or be prepare deal with zero custom service case and issue arms,Not Verified ,167,0
723,one reason we travel club class because ba have long where you can get away from usual airport chat scream children ba dont tell you there is no long at to airport limit seat very noise limit fail not sure will spend so much air ticket with them future if they dont warn limit fail it doesn help that flight is delay by an hour,Not Verified ,65,1
724,patrick valiant on my outbound flight sept gave ba almost out across board review they invite me complete on my return flight sept it differ matter from enter valiant airport up until board service by comparison below standard except lip long which good travel club europe had no advantage only one check open all passing no bag drop fail no fail print board pass when invite board we had wait minute camp before be let plane the siberia factor honestly you wouldn have thought it same company on plane every went like clockwork,Not Verified ,98,6
725,vancouver london great flight superb a my opinion most comfort quiet aircraft fly at moment outstand flight service from crew attend polite profession very best british away service food well above average the cabin though breakfast could have been better if expel the seat is comfort with good remain supply with decent plump cushion an expel quilt blanket very enjoy flight highly recommend,✅ Trip Verified ,64,0
726,patrick valiant hour hour sit tartar with my knee ram against seat front no room move have travel never airline the rout last month duel airline ha best seat stay away from rest unless you are under ft tall,✅ Trip Verified ,43,4
727,we have had some horrid expert with ba which we have not been she report so when we flew yesterday with them from heathrow austin had great flight every way it felt right feedback that the staff upstairs busy class cabin were franklin wonder cheer effect calm what more could you ask the food pretty nice champagne love the bed were very comfort sleep east later cannot think and real new the luggage locked were quit small but then it an older model plane so that probably explain it if only ba could devil the kind expert every occur they would on again be world favourite airline sadly current co doesn seem all inspire motive hi staff be consist delight perhaps on he move we can expect cometh better although flight bit delay departure it arrive bang time as we enter later empty immigr area we were met by most charm custom office you can imagine who end up give us tourist tip idea bar surrey as anyone who regularly travel state will testify it felt as if we were live human show at one point but nicest possible way get yourself down good ole austin now that ba fly there direct fantasy,Not Verified ,204,5
728,london heathrow austin with british away it little bit like go back time fly upper deck austin but it most enjoy flight were taken long time it so quiet our deck we had fantasy flight crew who couldn do enough you away with smile we arrive as fresh as you can from hour air time thoroughly enjoy expert the only slight issue very if system small overhead locked but plenty spare locked our pad took are that,✅ Trip Verified ,79,0
729,did not actual fly because their pilot strike the review is because poor service it custom who were due fly day strike dimmed try ebook with only other airline that flew jersey but course they had put their air fare up day question had pay more return flight then cancel my ba flight but they only refund had paid the differ pick my seat how do they consider that not part cost flight they should have refund me every as it not my fault they were strike complete their complaint form month ago they have never respond me week ago phone their custom service line person spoke said he would refund me never receive refund,Not Verified ,121,1
730,the start our journey back from from el inauspici with under delay strand passing cream into departure long await flight airline other than ba as it wa weather up plus air traffic control issue meant that departure delay by minute on airport relit a complete with nice fresh leather smell cabin crew ce were friendly effect food include cod dish quit reason it interest note that relit hadn extend toilet which look distinctly words wear a big plus flight first me wife which actual work quit fast although at cost an hour use thought it meant be free busy class passing but evil not land made up some time but we were park right middle nowhere because backing flight howe ba had laid spear bu ce passing we were out airport minute later so not too bad all all,✅ Trip Verified ,145,4
731,chicago rich via london delay after delay the flight suppose depart at pm chicago time but schedule at pm we wait long time at airport final at pm we manage board a my first time but bedroom horrible the if complete unfunct with no food serve due taxi tetanic problem occur we return gate in end plane took off at am chicago time we arrive london heathrow at pm we had wait hour board not minute delay flight we arrive rich an old a at pm rich time instead origin pm very stress at least staff were nice,Not Verified ,107,6
732,glasgow london smooth flight departurearriv time board quick seat ok although had recorder vegetarian option cater hadn proved and so they said but flight attend quickly sole issue the food good wine french bourbon also surprisingly good flight attend profession polite attend detail all all great flight,✅ Trip Verified ,48,5
733,have book the flight week before ba strike mistaking think that strike would have end two day before flew not fact day before apprehend as how it would over the checking secure clearance at t took only minute person do not like self service bag tag drop that ba over as one is not confide that did every correctly board is by new fare group system which depend how much one ha paid ticket again in not fan the possible due previous day strike need accommod passing from cancel flight aircraft large a board howe smooth on board virtual full cabin very clean eurotravel seat were comfort offer suffice leg room in cm my knee do not touch seat front the departure only minute behind schedule departure time in flight there were cabin staff neuro travel cabin believe club cabin who were very effect friendly so one only had wait no more than minute from take off purchase refresh such full flight again it is shame though that ba have gone down no frill line charge food drink when they describe themselves as full service airline the land at tell minute ahead schedule all all it pleasant flight value very good as it combine with hotel book tell itself is bit has with only border policy carry out immigr control over passing at end airbridg further minute wait luggage but the not ba fault,✅ Trip Verified ,246,7
734,wouldn even rate them x busy class passing book via on busy bag lost transit ground crew map rude dismiss most help unable local miss bag wait next flight arrive still no bag decide cut short our trip as bag contain essential med ok that lesson learnt hard way due the be an of book ba custom service until be flexible change ticket result full fare ticket purchase return appear bag arrive he later we were back up despite ba west show transit lhrmxp day number length call custom service prove fruitless pass from one depart not then cut off after an email their co director brand custom expert receive call from global engage execute team offer enough abyss custom service no wonder their repute is matter will never fly ba again,✅ Trip Verified ,140,6
735,fly london city geneva the only plus embraced e jet had comfort interior with plenty leg room an economic seat other than that ba now offer basic no frill service that is no differ budget airline yet it charge full service price,✅ Trip Verified ,42,1
736,lo angel istanbul via london flight between london istanbul is like coach no to small leg room transplant busy seat are very narrow mine did not become complete bed food below average the heathrow ba busy long cramp tactless dirty long it took us min find two chair seat food a service is even worst when we want change our departure date by few day we had pay penalty plus fee change so we end up pay per person admit fare already paid,✅ Trip Verified ,87,2
737,phoenix tell air via london the return from london phoenix nightmare want everyone know that sent complaint time but there is no one talk to the is not cometh that am use to,✅ Trip Verified ,34,0
738,london kefalonia the t gallery long is show it age pack at saturday board by now standard group which meant wait minute queue then minute bring the flight deck then inform us that wed be wait stand he minute before our departure slot on air cabin crew devil usual club europe expert which medico at best fortune arrive only minute late we were out kefalonia airport minute later overall topic ba expert that lacklustr at best,Not Verified ,84,1
739,london dublin it never my choice fly with british away will never fly with them again suppose fly with american airline from us dublin but had connect flight from my origin city chicago unfortun my first flight delay due weather which cause me miss flight from chicago dublin put flight london instead which had run when final made it chicago my bag did not make it flight then flew with british away from london dublin told file lost baggage claim with ba which did told that bag would be transfer from american ba when it arrive dublin use american baggage track system all confirm that bag arrive day after did around noon saturday am write the review follow sunday bag is still not my possess ba custom service is terrible if someone there tell me one more time just wait be patient am go lose it my bag ha been sit at airport same city in more than day can get it talk about serious frustrate dont know which airline is at fault delay but differ is that when call american rep did every she could find out state my bag and even though their baggage claim desk close when call she still try call an inter number see if anyone still around unfortun she couldn get hold anyone but she left them message told me exactly who could call when call them next more did not receive that level service from ba even ask if they could call airport told we are not author call airport who world wouldn they be author call their own baggage depart am not thrill with either airline but at least american ha made some attempt help me the ha ruin first three day trip that plan two year if you do check bag it lost or delay dont expect and help if you flew with ba and here tip if you are deal with lost or delay bag country you dont live in dont call genet custom service number west you would normal use dig around see if you can find number airport you flew into you will get lot more inform assist that way,✅ Trip Verified ,362,3
740,long long london an email th august advise us that the flight cancel hour spent hold never speak anyone what total a nightmare then email at pm say must be delight find out my flight ha not been cancel all slot enemy salon were already book so no massage were avail first class arrive at he airport return journey struggle even get from pavement inside german who did they not tell us print out proof travel we had wait age ba open check desk pretty average food service santa long a broken screen seat a it would not stay post without wedge anus constant interrupt due flight my partner from large passing climb over him a ghastly sweet sour chicken main course which made me send my tray away not eat until after leave flight cheapest good bag with broken zip my suitcase very last off plane had already been ba desk report it when it then events turn up conveyed belt first class out he good busy class expert return flight busy class word poor the plane tire if fault poor food journey only save by quality staff they were love but if you give them rubbish tool they will serve rubbish the night term pantry offer total joke have been ba even card holder since ever have seen is decline service level certainly not value money we did not get club class expert flight home,✅ Trip Verified ,238,3
741,patrick devil when my son hi girlfriend proceed drop their hand luggage member staff insist make them pay gap because one suitcase cm over he insist that it not hand luggage staff said that if he did not pay he would lose flight,✅ Trip Verified ,43,0
742,london abujaflight full aircraft an older version even meal serve which very ordinary but we arrive more or less time after dog thunderstorm near abuse return flight delay pilot strike meant our aircraft had been park at ago had be flown back abuse with hour delay flight suppose be am departure but airport side did not have sens tell us so we were herd into gate area where there no food fail wait flight the crew were also herd into gate area it same crew we had outward flight same plane they had also had have long goodness wait but were quit chatty as we were all same boat flight total full as flight previous day had been cancel breakfast serve but there no evil standard meal be improvedscrambl egg just lump tactless yellow full credit crew cheer effect spite all delay etc the aircraft clean but old down at heel carpet under seat front rip floor visible,✅ Trip Verified ,166,0
743,london bangkok what an a plane seat are just about ok go come back it seem like bar go across bottom back part seat really comfort the meal are fine but all last meal is serve just over an hour before land rush the main problem is entertain small scratch screen about film rubbish took hour get screen actual work the plane look old tire not pleasure travel the plane,✅ Trip Verified ,72,0
744,belfast san francisco via london checking at belfast city fast trouble free secure complete within just few minute with no queue mention board direct from busy long time as departure a full breakfast service carry out include hot towel hot breakfast tea coffee along with drink from bar request the gallery long german at heathrow very busy with limit seat avail board second flight began time departure swift the flight service top notch with very capable crew look after custom upper deck profession discreet manner food plenty taste entertain perfectly adieu seat comfort fine no complaint at all about flight would recommend british away,✅ Trip Verified ,105,0
745,london gothenburg ba are get lot bad press deserved so at present with strike it pitch baggage problem howe extreme case will away be highlight two recent flight ba very happy with them flight gothenburg a push back m late due potent tetanic issue soon resolve arrive at got only m behind schedule good crew safety announce video foot return the a on time departure early arrive at t again good crew will be fly with ba again december strike permit still recommend by me as nation carrier,✅ Trip Verified ,89,2
746,orlando patrick terrible flight expert bed bug old club world seat miss meal poor service complaint is outsourc german company who agent even part ba do not fly ba club world is wast money,✅ Trip Verified ,34,1
747,made stockholm via london check online before flight but had do bag drop wa met by rude laid at first class check process took about minute dont know who no apology the board time the welcome want respect friendly just point direct where go the club europe cabin felt claustrophob had window seat the com never came say hello the service pretty basic ok due meal but self service between no drink service if you didn ask on flight stockholm purse introduce himself all emerald member the service limit due strike next day but friendly the seat terrible the a so tight,✅ Trip Verified ,103,0
748,glasgow camp via patrick early more flight glasgow patrick flight did take off at board with door close by bug did not depart till due patrick be busy smooth flight down patrick camp accord manage my book aircraft change day prior departure at board told our world travel plus seat had been upgrade club world very pleasant surprise if which had not been refurbish extra space very good staff were very effect pleasant only downed main meal which would have had origin seat but main course were not my like but afternoon tea very good so thank you ba expert,✅ Trip Verified ,105,0
749,orlando patrick travel home extreme disappoint the aircraft dirty drink stain side cabin remain chew gum seatbelt the aircraft aisle so narrow you had walk sideways prevent bump into other passing the aircraft had broken toilet light that could not be turn off so night flight part cabin illusion which made sleep difficult the breakfast garlic cream cheeks croissant which last revolt highly process cereal bar only one drink run made the standard ba have plumes since we last flew them seven year ago such shame hope manage are look at review such as the improve service,Not Verified ,98,0
750,london au habit the is daytime flight from london a very good flight the food expel economic particularly view etihad disaster change food service the children meal were expel the entertain system great with good select it make big differ have entertain system when you board not turn it off until plane ha reach gate respect when fly with children etihad who dont you do the the cabin crew were good economic is cramp but probably no words than man good value flight respect as only other carrier au habit is etihad,✅ Trip Verified ,93,4
751,london st petersburg huge disappoint ba busy class service european rout seat pitch ha been reduce over last year from at expense passing comfort seat width is same as economic with empty middle seat food me halfempti plate repress delhi expert leave me hungry out three option offer two were already out stock so strand with least favour most unhealthy food option avoid club europe not worth money,✅ Trip Verified ,70,2
752,sydney london via singapor with british away made mistake order vegetarian meal the flight food horrid serve an distinguish uniform mass what appear be mash overtook potato and may other beget am not sure one meal an ice cold frittatasandwich which should clearly have been heat up the latter took one bite couldn continue have had better meal economic class other airline the seat not write home about but notice comfort compare economic class with price differ match course the service lack quit perfunctori when it is avail on plus side am glad there are share toilet between busy premium economic class at front cabin instead have walk all way back plane like some other flight paid flight wife an hour discontent after minute no longer all use reason price speed,✅ Trip Verified ,134,5
753,london johannesburg british away is one few commerce carrier world that charge an orbit amount fee when book travel but admit if you want ensue you your spots will sit together flight you need pay high price secure seat assign with that said my wife made reserve ba fly johannesburg from london an african adventure the doctor specie ye that day call breast only we made our reserve before those date were set consider ba pilot have call three pilot strike september couple with breast we decide change our flight plan because we did not want risk miss our connect the good news is close fee our two busy class ticket refund when change our flight not carrier through american airline advantage the bad news is we had pay reserve our seat not refund call ba request refund agent supervisor told me their policy is not refund seat reserve expense just not feel love here so am write the missis warn anyone travel abroad not fly british away all other outstand carrier dont charge nearly high fee most dont charge reserve your seat advance instead ba we change our book etihad away through au habit their custom service outstand the fee were lower ye no charge have peace mind that my wife can travel next each other am enter travel september because there no other option future travel the request refund come two month advance our plan flight the is an airline policy review let buyer bear,Not Verified ,254,5
754,have say travel club europe is wast money the food no better than economic food from past the seat are just same as economic although you get middle tray probably worst all cabin full lot arrow people who thought that just because they were not economic it somehow made them more worth people the might be british trait as give travel busy class other airline not had same expert,✅ Trip Verified ,69,0
755,had stress free journey with my or old artist son or old girl from chennai london by british away the chennai ground service manage recognise my outflow innyard came forward help me throughout service right from push my trolley screen luggage check through secure without much stress final board aircraft as second person am sun by service am so glad know that they recognise respect help us hidden distal make our journey really really smooth thank you so much inside aircraft crew member did come forward ask if need and help not member did congratul me wear innyard as first person him see me with innyard did even use distal way clear my immigr at heathrow airport over all i am happy say that my trip with my kid ha been really smooth with ba heathrow airport happyaut thank you,Not Verified ,142,1
756,edinburgh tula tumour via london have just return ll from an extend visit up see family friend my return flight ba from heathrow tula tumour monday th august at greet by most delight air hostess whose name didn quit catch the point wish make is that she look after me so well flight she except it really made journey one best board expert have had,✅ Trip Verified ,67,0
757,suppose fly from london city amsterdam busy class on at lui my early pm flight appear as cancel a state confuse broke out at airport with people try find alter howe manage be ebook later flight on busy day wait hour at airport the new flight display as delay min delay kept increase with flight until schedule depart after pm kept wait the flight events end up cancel as well result half day wast at lui feel that ba puncture quality custom service have been decline significantly late delay cancel can happen howe have been fly ba time year flight delay ha been abnormal high late respect from amsterdam german also custom service seem have minimum care proposed proved what is strictly require by law only if custom complain take as long as possible that genuine make you feel worthless as custom whether you are frequent ulcer or not,✅ Trip Verified ,153,7
758,purchase ticket dublin mauritius british away feb on day travel few hour before departure time realize that would not be all make it so got touch with british away twitter advise them my cancel when arrive home ask them office cancel my ticket issue me refund understood that my ticket nonrefund one but it say ticket that surcharg tax airport fee would be refund which should have amount at least neuro howe all airline refund me piti neuro have been try speak british away twitter man time over past few month they never respond post only insist that they were do right thing that their post would not change british away is be dishonest should be avoid,✅ Trip Verified ,121,0
759,london shanghai the concord room heathrow german may dinner expert great food device howe first gallery overgrown buffets bad on plane crew very friendly nice dinner service finish hour after take off food okay bed made after dinner it very comfort perhaps best have had the entertain system not as good as other airline like later airline emit overall journey great,✅ Trip Verified ,63,0
760,have often flown british away have consider them good airline howe their custom service ha fallen such level that must say it is terrible if you have no problem the is good airline if you have and problem you will not be all get and help recent flew london from chicago they error cancel my seat although had check over hour before he flight they then downward my seat put me plane they then lost my luggage day these thing happen but custom service impose use when you call you almost away get message that say they are busy phone automatic hang up if you send request help via west you will get only rob genet message that they will get back you they do not you can find out state your inquiry only get loop set compute message do not take the airline if custom service may be import you,Not Verified ,153,0
761,good more would like write review british away it took me while write the review as it took me while get over what happen me but feel that way british away behave need review their valiant effort last year went with my year old son my year old friend new orleans from london holiday life time pregnant at time the baby die while holiday there turmoil mot regardless try make holiday post expert my son friend carry on all while just want go home as treatment need take place england somehow miss flight back have no excuse the when realise complete state had break down rang ba sob down phone they were beyond may they arrange flight back home same day without and extra cost we all sat together we were all fly home that day hospital day afterward custom service outstand so compassion help and again they did not ask penn our return flight am beyond grate their help will only ever fly ba long haul if possible,Not Verified ,171,1
762,my flight cancel day row wa fly out thursday final after day hour argue with ba got flight out saturday night with swiss air they other hand actual fly time every about custom service custom relate ha been terrible hour wait phone no answer email my other flight with ba the year ha been delay too they have two month promise reimbursed me all my expense pay penalty fine first day then bank day now we are way pass any else that they have not transfer money yet so far not complaint ha been turn over can danish avail author,✅ Trip Verified ,104,1
763,long long copenhagen via london the whole expert is nightmare me my wife my wife lost her luggage ever since first day our journey st august because our two piece luggage were left heathrow airport by ba staff when we took transit flight from up copenhagen we went men ch they file report we state miss report that if luggage found they should be sent our air by house marshal ch or before rd august or devil hotel we stay ch if they were found th august on nd august we found that update state our miss luggage ba west show that one our luggage found while not one had possible match therefore we kept phone email men staff org them send luggage our house but they fail do so and west state show that we chose pick up luggage airport which not our prefer but we fail change prefer west as it present the system even change latest deliver date th august instead we could not correct it by yourself on rd august men staff still fail devil luggage us so we told them we decide pick them up at airport unfortun when we went ch airport th august they told us that they had already sent found luggage island marshal th appear they did not follow our instruct sent it wrong place wrong date they then ask us find other luggage that had been scan with possible match random trolley outside their office we did find other one by yourself airport which they claim had been sent island but they insist that it possible match one they were so income even ask us complain ba push them find baggage us we believe that baggage one which sent island but is still miss but staff mess it up we were so confuse which bag really miss we final decide ask them devil luggage marshal airport send it up address which our next destiny when we came back hotel even th we phone men again found out that our luggage marshal had been sent back airport at pm th hence we decide pick it up by yourself th august before we flew up howe when we came airport again we couldn find our luggage staff didn explain who just told us leave if luggage sent it airport th how come it would disappear th the staff just kept say that they were busy that no one had time look baggage us the service total accept we spent hour park at airport found that we got not you can imagine how furious frustrate we were we are later sick phone men staff every day not get anywhere now that men staff ask us pressure ba turn pressure them local our luggage that how ridicule thing have been us we are sure that you could do cometh about it my wife ha lost all her person belong since day our trip,✅ Trip Verified ,493,6
764,london patrick san jose costa rich the very similar expert outbound bound am sure plane same am gold card holder until the moment have away chosen ba am serious consider not do the again the we flew busy dirty old flew my family busy class but seat did not over no headphon socket jack that over the screen were from ark crew as away expel but ba should be sham that they charge busy class rate the expert told by crew that they would contact me tell me what would be outcome issue have heard date zip at least it better than last year fly into do from london when seat did not remain even with manual adjust that time at least we receive also the custom service is increasingly low cost feel,✅ Trip Verified ,138,0
765,flight crew were very help polite care though you can not call flight service as luxury compare some airline it quit pleasant the food drink select pretty basic howe ground staff respect at check counter dub lost found at london heathrow were rude very help forgot collect my suit which had hand crew member at time board upon approach ba counter personnel were not will help or resist lost found complain neither and empathi nor and willing help,Not Verified ,79,1
766,from toronto isa british away use wet less air belgium plane crew board very friendly help but at time struggle proved full dinner service speedily food expel busy class cabin comfort weather relate delay block arrive gate result short connect time at the to our great surprise british away wait us at exit plane drove our family people rang from year from german german escort us through secure brought us even through our departure gate onto our flight isa without the transfer help we would have miss our connect flight isa time good crew good board cater arrive minute before time,✅ Trip Verified ,107,2
767,a very good service board the flight with british away from the ve although flight about minute delay due an aircraft change from an air a air a we arrive only slightly behind schedule arrive time the crew were welcome inform plane very clean probably because plane red new the seat not too bad either with quit good leg room one small issue that could rays is that there no complimentary food beverage board you had pay or use also it isn that bad as it only europe an overall very good expert board the flight,✅ Trip Verified ,97,4
768,the worst expert have ever had fly there suffice time chicago transfer our bag from american airline a verify that they devil bag ba but they were not our flight when we reach london the bag did not arrive we spent two day london without our bag left harpoon hard case plane but your lost found never answer file claim your west horrible use file the claim have heard not on return flight from london newark your baggage inspector obvious open my suitcase never replace lock with an expert like the our first vacant london would do every never fly british away again,✅ Trip Verified ,103,0
769,london larnaca new anew hour flight the aircraft narrow food simple not worth spend my money the staff friendly but spend money hour flight such small plane doesn worth it no entertain board it is small plane the murat,✅ Trip Verified ,41,0
770,patrick orlando expel custom service on arrive at patrick airport check learn that my interpret us est rule wrong that would have apply new est valid murat my trip the took longer than it should have ba kept check open my part member their check staff came found me german got our bag check our board pass got us rush down our wait aircraft the aircraft clean despite my best effort we left time due flight drink were serve two food service toward end flight develop bad nose bleed stewards that attend me very kind care so despite my best attempt be bad passing ba really came through me the return journey went without pitch ba check at orlando quick east,Not Verified ,121,0
771,london munich the plane is a the seat is more comfort than other airline a it ha very comfort nearest it is made from leather there is enough bedroom howe there is no free food drink proved,✅ Trip Verified ,37,0
772,london glasgow ba custom service is question least help least accommod least friendly least response so call service avail they clearly train their staff multitude way frustrate their custom will try avoid the airline from the point on,✅ Trip Verified ,38,0
773,the seat configur meant that we were pack like garden the seat are age comfort the forwardbackward configur is most stupid have seen the cabin had seat row about people pack into crowd noise cabin to book specie seat you have pay extra or try your luck hour ahead flight,✅ Trip Verified ,53,0
774,no problem at airport vienna it east find british away check desk the flight time the cabin crew very kind flight very pleasant also order tomato mozzarella flatbread it very device the only problem at heathrow because gate bring had malfunct so we had wait about an hour at aircraft but it is not an airline mistake after all enjoy flight with british away,✅ Trip Verified ,64,0
775,balaga london heathrow a symbol airline rude income siberia ground staff balaga ba sent warn hour delay just before late board began sophism it set they have club europe meal remain big cusack from despite what ba claim cabin staff were bore from start despite serve club cabin service very poor arrive heathrow at then sat wait min ground staff show up simple appeal trip truly rip off,✅ Trip Verified ,75,1
776,sydney singapor extreme disappoint trip they are unable even track our check baggage when we found it miss baggage carousal our baggage should have been premium hand as we were at busy class but what happen they can even tell if baggage load or not at departure man import thing are check baggage well have further trip later which affect us badly no response so far howling they proved is away engage,✅ Trip Verified ,72,0
777,london heathrow inner have previous written review about shocking appeal expert with ba so far the summer felt need update with new review as final flight home ebook after shortnotic cancel which had wait over day also cancel due fault with aircraft we were sat plane over an hour whilst crew were wait hear from ground crew what happen where go events got off plane utter chat mix message be given by ground crew some people given detail about ebook other given not some people were sent text with ebook option other include me receive not voucher hand out hotel accommod shut bu from hotel howe some people were only given one bu voucher mean they had no mean return airport next day some people ebook flight two day time told they have return airport next more anyway get and further refresh or accommod voucher utterly appeal now in hope against hope might make it home today day after set off,✅ Trip Verified ,166,4
778,heathrow glasgow again flight is delay it easier use train than fly with ba staff dont even get embarrassed anymore stand smile offer apology tire weary custom trouble is there is no other over it case take it or leave it very tire disappoint be pay my hard earn salary the terrible service,Not Verified ,53,0
779,a supreme a expert from begin end flight vancouver delay by hour due plane defect that had been resolve previous day but somehow no attempt made make up time between only told on board what problem wa delay at baggage reclaim meant didn get out vancouver airport until after midnight origin schedule arrive pm the affect camp trip book which could not be change flight home may by massive queue at baggage check plane due it fault none which were common until we were seat plane told they could not leave until passing inform could get through crew due more it fault flight entertain not work so not watch hour flight food a we got choice one meal spent hour at heathrow airport await my flight home inner only be told by text one hour before departure that it cancel que hour get some inform from someone they ebook me flight hour later without check the ok only disco it over day later when hand my board pass the mean give miss trip with friend edinburgh festive had source my own hotel food etc reclaim expense lot money come out my account whilst wait the now in see my ebook flight is already delay told by custom service that there no tell whether my bag will arrive with me have wait at baggage reclaim see if they are not flight have no inform as when can expect have my belong back with me these are mere most signify issue there were more in really shock at what consist terrible service ha been proved between the massive fine data breach fact that ba seem have quit consist never issue with it it is beyond my comprehend how they can still be busy,✅ Trip Verified ,297,3
780,british away flight brussels from heathrow check problem huge delay flight pay premium price below average service they need invest their it system greatly up their game,Not Verified ,27,0
781,london nice are total with comment made michael craft review today my flight nice cancel as result lowest unwell it system that ba have while senior manage are like clear somewhere that they manage cut more cost the hand situate at heathrow despite you would think that with all failure that ba count these day they would have got the part their act together they make out such problem is bolt from blue when clearly they have not been invest where they should instead focus cost cut boost their perform bonus not just co should go but some other at top,✅ Trip Verified ,101,0
782,palm london heathrow how doe british away get away with have such useless it system presume team it staff manage these issue recur such frequent base it is now time some head roll prefer from co down just read famous stupid interview with flex cruz talk about how hi children are guide him future air travel when the man cannot manage run airline properly let along try make himself look all ecofriendli with such comment have been loyal custom over year it seem that ba have not slightest interest those us that pay full fare have been through all low ba without complaint until now my patient ha run out,✅ Trip Verified ,114,2
783,london city tibia disappoint all flight were cancel without explain presume because strike staff didn turn up so trip ruin got replace ticket differ destiny differ week trip basic the meal consist two small shortbread biscuit british away is now firmly bucket airline vasili beaten by easyjet,✅ Trip Verified ,48,0
784,london faro we book our ticket family two month before flight with british away so we could enjoy quality service so we thought bound flight seat ha been book paid quit high amount seat row outbound flight row two week before flight without and warn email from british away were found out that our seat ha been move unlucky bound outbound they split all family quit far away apart from each other as well custom service ha hang up us first time second phone call ha promise call back but never did will ever over pay differ so can have good custom service with british away ever again answer is no am extreme upset that our seat ha been given away someone else no reason disappoint you can no longer rely british away,Not Verified ,144,11
785,calvaria london staff were not high standard look rush not polite did not look profession enough in our flight back london staff were laugh just chill very loudly back aircraft there not welcome snack we sat very last row food choice end only chicken our option have very sad staff did not care about the situate,✅ Trip Verified ,56,0
786,london heathrow sofa we check online so we went straight baggage drop it quick work well our bag g maximum is g so we had take g out after that we went buy neck cushion we went put our make up bag show our passport then go through secure my daughter been but it want big deal it fast our flight depart h m we got some drink then we notice our gate announce early we head gate board began about m later board fast we were sit seat def the seat were comfort leather had nearest a so there no if we had hour delay from bad airspac but events took off our rout little differ instead go over france switzerland etc we went over german hungary etc the food good want too expense we didn buy any really just food while come into bulgaria view were nice the land pretty good despite bump events we got off hour late we went home the verdict is that british away are pretty good despite delay,Not Verified ,181,0
787,nice wait via london my flight from nice delay plane hour delay heathrow hour when we final left plane there were no inform how get not connect flight since due delay had miss it then had pass through immigr which last hour there no one at desk just piece paper with number that say complaint call us now it am with no one speak too still dont have my bag had grab taxi sleep ba didn not proved hotel stay then had leave apart at am get next flight with wait away,✅ Trip Verified ,96,2
788,buena air london heathrow my wife flew back from argentina my birthday trip made memory by an air hostess camelia who gave great service everyone with her friendly profession manner on find out it my birthday she came back with complimentary drink person birthday card the trip itself left time arrive london early the aircraft quit old but we found seat red comfort the entertain is below standard respect size screen,Not Verified ,72,1
789,long long london heathrow the is long haul flight over by be er the seat respect nearest is quit comfort the bedroom is large but there is little metal box under seat the new affect bedroom the film proved are not that man but can see flight path through person pelvis they proved dinner breakfast me it is quit abound but not very device,✅ Trip Verified ,64,0
